num_groups,area_avg,area_max,area_min,area_std,label
6,3542.9166666666665,20398.5,3.0,7540.339633247445,No Impairment
12,1359.7083333333333,16056.5,0.0,4431.574421402686,No Impairment
5,4959.0,24782.5,0.0,9911.75039536408,No Impairment
2,13236.25,25586.5,886.0,12350.25,No Impairment
6,4110.916666666667,23404.0,1.0,8632.113720562435,No Impairment
6,4199.333333333333,23736.5,1.0,8741.68378453996,No Impairment
4,6008.875,23188.0,0.0,9924.132055090511,No Impairment
6,4162.916666666667,24404.5,0.0,9054.534423042167,No Impairment
9,2355.1111111111113,21177.5,0.0,6654.720637670082,No Impairment
4,6039.5,24124.5,6.0,10441.381188568876,No Impairment
4,6308.75,25140.0,0.0,10872.295344705275,No Impairment
7,3175.4285714285716,21265.5,0.0,7390.153436588886,No Impairment
7,3643.714285714286,24182.5,3.0,8389.387130080919,No Impairment
3,8539.0,25591.0,10.5,12057.585005574983,No Impairment
4,6251.375,24456.5,1.5,10512.787108891485,No Impairment
6,4260.083333333333,24014.0,5.0,8839.288727119898,No Impairment
10,2400.05,23583.5,0.0,7062.050004956068,No Impairment
6,4089.1666666666665,24428.0,0.0,9095.876422252497,No Impairment
6,4034.9166666666665,22952.5,0.0,8463.28811404816,No Impairment
4,5550.75,22184.0,0.0,9603.214497630468,No Impairment
9,2807.1111111111113,25231.5,0.0,7928.219898907454,No Impairment
7,3400.214285714286,23014.0,0.5,8009.192748947668,No Impairment
5,5096.7,25099.5,1.5,10002.144158129295,No Impairment
4,5702.25,22248.5,27.0,9553.6518181531,No Impairment
2,12192.0,24381.0,3.0,12189.0,No Impairment
2,12324.75,24631.0,18.5,12306.25,No Impairment
8,3098.4375,23556.5,0.0,7735.74062969046,No Impairment
2,12626.5,25167.0,86.0,12540.5,No Impairment
9,2362.3333333333335,20394.5,0.0,6377.687633896439,No Impairment
2,12046.75,24081.0,12.5,12034.25,No Impairment
8,2898.0625,22888.0,0.0,7555.709924609583,No Impairment
5,5327.1,26589.0,0.0,10630.96525438777,No Impairment
2,13440.25,26537.0,343.5,13096.75,No Impairment
7,3474.0714285714284,22669.0,0.0,7845.006862550817,No Impairment
7,2822.0714285714284,19246.0,0.0,6705.793835123749,No Impairment
8,3126.3125,24279.5,0.0,7998.134071212719,No Impairment
5,4570.2,22734.5,2.0,9082.213659675706,No Impairment
12,1681.5833333333333,18786.5,0.0,5160.6682417482425,No Impairment
3,7667.833333333333,22091.0,0.0,10205.520289965078,No Impairment
8,2650.0,20310.0,0.0,6677.586123555428,No Impairment
4,5866.5,22590.0,0.0,9661.904101935601,No Impairment
5,4615.7,22981.0,0.0,9182.667758336898,No Impairment
3,7222.333333333333,21012.5,38.0,9753.979976855033,No Impairment
12,1855.875,20914.5,0.0,5750.776755958711,No Impairment
8,3098.375,23794.0,0.0,7826.2684425193975,No Impairment
5,4950.7,23908.5,0.0,9484.424081619294,No Impairment
2,12909.5,24966.5,852.5,12057.0,No Impairment
4,6098.5,24394.0,0.0,10562.911849958798,No Impairment
10,2416.75,24101.5,0.0,7228.257276999761,No Impairment
8,2814.75,22223.5,0.0,7336.290692509397,No Impairment
7,3186.785714285714,21234.0,1.5,7371.027185915827,No Impairment
5,5119.7,24701.0,0.5,9794.847965129424,No Impairment
12,1799.5,21387.0,0.0,5905.954890334557,No Impairment
2,12966.25,25741.5,191.0,12775.25,No Impairment
30,141.8,2655.0,0.0,484.4968455349666,No Impairment
9,2597.8888888888887,22772.0,0.0,7134.543825555032,No Impairment
4,6172.25,24579.0,24.5,10627.14691544725,No Impairment
9,2444.222222222222,21967.0,0.0,6902.345398933093,No Impairment
4,6390.25,25384.0,0.0,10966.27284848868,No Impairment
4,5935.75,22577.5,1.0,9611.424780567135,No Impairment
3,7922.333333333333,23113.5,132.0,10742.9538484017,No Impairment
7,3323.6428571428573,21849.5,0.0,7569.500718174811,No Impairment
7,3165.1428571428573,22118.0,0.0,7737.473931247503,No Impairment
10,2001.0,19683.5,0.0,5894.269632448112,No Impairment
7,2710.3571428571427,18153.0,0.0,6307.238238236886,No Impairment
5,4674.0,22857.0,0.0,9092.680072453886,No Impairment
8,2879.5625,23024.0,0.0,7613.882285985498,No Impairment
7,3432.3571428571427,23881.0,0.0,8348.18901539338,No Impairment
5,5085.9,25395.5,1.5,10154.801019222385,No Impairment
2,11796.0,23592.0,0.0,11796.0,No Impairment
11,2033.7272727272727,21796.0,0.0,6250.327160032347,No Impairment
4,5973.125,22965.5,19.0,9814.655268875978,No Impairment
3,7890.5,23579.0,28.5,11093.454203568277,No Impairment
4,5721.75,22808.5,0.0,9865.070187915542,No Impairment
6,3466.8333333333335,20784.0,0.0,7744.47305430711,No Impairment
4,6020.625,24076.5,0.0,10424.564579486041,No Impairment
6,4030.0833333333335,22469.5,0.0,8255.714780364098,No Impairment
8,3143.3125,25135.5,0.0,8312.26583857216,No Impairment
2,9784.25,19568.5,0.0,9784.25,No Impairment
5,4987.6,24307.5,0.0,9661.939294986281,No Impairment
3,8348.666666666666,24631.0,0.0,11514.594806399205,No Impairment
2,12587.25,25061.5,113.0,12474.25,No Impairment
10,1629.9,15590.5,0.5,4655.436793685422,No Impairment
8,2807.9375,21064.0,3.5,6904.955898834094,No Impairment
5,5237.7,25172.0,0.0,9974.780140935438,No Impairment
7,3422.214285714286,23829.0,1.0,8331.102640352094,No Impairment
3,7299.0,21499.0,61.0,10041.548486164871,No Impairment
7,2319.0,15926.5,0.0,5556.000784222921,No Impairment
6,3391.3333333333335,19402.5,1.0,7162.738499034817,No Impairment
12,1558.0833333333333,18478.5,0.0,5101.840104451421,No Impairment
2,12450.75,24897.0,4.5,12446.25,No Impairment
3,8729.166666666666,26160.5,3.5,12325.81670947429,No Impairment
6,4250.833333333333,23639.0,0.0,8681.54059228865,No Impairment
5,4927.8,23480.5,0.0,9286.394594243775,No Impairment
6,4108.5,24042.0,0.0,8917.05610053004,No Impairment
2,12052.25,24045.0,59.5,11992.75,No Impairment
4,5121.75,20480.5,0.0,8867.378843970748,No Impairment
6,4012.5,23914.0,0.0,8900.377726066836,No Impairment
3,8493.0,25408.5,20.5,11961.07082023456,No Impairment
5,4903.3,24008.5,0.0,9554.211807365378,No Impairment
4,6386.625,24062.5,0.0,10209.75561886155,No Impairment
3,8467.5,25385.5,0.0,11962.834537293687,No Impairment
7,3581.4285714285716,24377.0,0.0,8493.007571057547,No Impairment
7,2615.0714285714284,17728.0,0.0,6170.99040111166,No Impairment
4,6283.75,24240.0,13.0,10369.744153666474,No Impairment
10,2403.35,23368.0,0.0,6989.49072912326,No Impairment
1,27768.5,27768.5,27768.5,0.0,No Impairment
6,3992.8333333333335,23817.0,0.0,8865.726980281364,No Impairment
13,1749.5384615384614,22695.5,0.0,6046.580500458149,No Impairment
9,2830.6666666666665,25444.0,0.0,7995.022673861254,No Impairment
11,2094.909090909091,21952.5,0.0,6281.756568241452,No Impairment
1,26453.0,26453.0,26453.0,0.0,No Impairment
5,3830.3,18480.0,0.0,7326.405814586032,No Impairment
4,5373.625,20781.5,84.5,8896.405119309427,No Impairment
5,4890.8,24242.5,0.0,9676.071302961756,No Impairment
7,3321.5714285714284,23079.5,0.0,8066.347148265226,No Impairment
1,24789.0,24789.0,24789.0,0.0,No Impairment
14,1469.392857142857,19468.0,0.0,4997.526796106862,No Impairment
4,4796.125,18540.0,0.0,7938.611862087414,No Impairment
7,3110.1428571428573,21522.0,0.0,7516.771764880594,No Impairment
8,3116.8125,24903.0,0.5,8234.405241642758,No Impairment
4,6298.625,24441.5,47.5,10477.077624360478,No Impairment
3,8461.5,25112.5,120.5,11774.041815224993,No Impairment
4,5889.5,23065.0,0.0,9917.527293887322,No Impairment
4,6274.75,25033.5,0.0,10830.40237306537,No Impairment
5,4782.6,23237.0,0.0,9230.776334631882,No Impairment
11,1980.5,19977.0,0.0,5697.086340641791,No Impairment
10,2248.65,20313.5,0.0,6033.264352943603,No Impairment
5,4579.3,22877.0,0.0,9148.851040431253,No Impairment
8,2500.1875,18984.0,0.0,6233.822613059642,No Impairment
12,1901.7916666666667,22627.0,0.0,6248.922501980953,No Impairment
11,1692.7727272727273,17475.5,0.0,4993.945444980152,No Impairment
4,5359.75,21334.5,0.0,9223.0773504563,No Impairment
7,2959.1428571428573,19659.0,0.0,6825.489332088137,No Impairment
20,1084.875,20184.0,0.0,4386.338478375215,No Impairment
8,3038.0625,23055.0,0.0,7571.012619844439,No Impairment
5,4930.2,24627.0,0.0,9848.404147881016,No Impairment
2,12943.25,24894.0,992.5,11950.75,No Impairment
8,3064.9375,24373.5,0.0,8053.9197655454545,No Impairment
2,12714.5,25429.0,0.0,12714.5,No Impairment
4,6473.875,24799.0,6.5,10585.209789932129,No Impairment
6,2939.25,17583.0,0.0,6548.8869394602725,No Impairment
3,8877.0,26359.0,22.0,12361.991182653384,No Impairment
35,87.72857142857143,733.0,0.0,167.4860481548556,No Impairment
10,2330.1,22543.0,0.0,6740.023556338658,No Impairment
4,6313.875,25141.5,0.0,10870.233992277948,No Impairment
4,5737.25,22939.0,0.0,9931.435259442615,No Impairment
5,4898.2,24436.0,0.0,9768.923224183922,No Impairment
3,7869.666666666667,22716.5,1.5,10504.5751170092,No Impairment
1,23960.5,23960.5,23960.5,0.0,No Impairment
8,2921.6875,23249.5,0.0,7683.227593016736,No Impairment
7,3166.5714285714284,21674.5,0.0,7557.592423840939,No Impairment
5,4276.0,21299.5,0.0,8511.785846695157,No Impairment
5,4843.3,23475.0,0.0,9317.503091493987,No Impairment
8,2893.75,23042.0,0.0,7615.354850563433,No Impairment
5,4760.1,23624.0,0.0,9432.075150251932,No Impairment
3,7809.833333333333,23404.5,0.0,11027.099273557344,No Impairment
4,6170.75,23559.0,1.5,10048.216474205758,No Impairment
3,7073.5,20706.5,38.5,9641.637447377218,No Impairment
3,7636.666666666667,22754.0,53.0,10689.588402844247,No Impairment
2,11924.0,23805.0,43.0,11881.0,No Impairment
3,8264.0,23994.5,7.5,11127.729605209981,No Impairment
7,3555.785714285714,24868.5,0.0,8700.881814330016,No Impairment
3,8234.666666666666,24694.5,0.0,11638.860413383358,No Impairment
1,25350.0,25350.0,25350.0,0.0,No Impairment
4,6176.25,24184.5,0.0,10399.128536204367,No Impairment
9,2827.5555555555557,25363.0,0.0,7967.495547690575,No Impairment
10,2213.95,21401.5,0.0,6398.216593121868,No Impairment
3,8845.666666666666,25412.0,1.0,11723.134743839732,No Impairment
6,3403.25,19940.0,0.0,7396.436505450896,No Impairment
11,1791.6818181818182,18917.0,0.0,5418.3274686799095,No Impairment
12,1596.4166666666667,18866.0,0.0,5207.2340899997525,No Impairment
2,12199.0,24388.0,10.0,12189.0,No Impairment
4,6395.875,25520.5,0.0,11041.637346737802,No Impairment
14,914.0714285714286,9825.0,0.0,2518.9279880901067,No Impairment
5,4899.0,23254.0,0.0,9186.027231616505,No Impairment
7,3504.6428571428573,23061.5,0.0,7995.658191053646,No Impairment
6,3817.9166666666665,21855.0,0.0,8073.838153859799,No Impairment
10,2457.85,23808.0,0.0,7119.676207700741,No Impairment
2,12229.5,24459.0,0.0,12229.5,No Impairment
7,3694.214285714286,25835.0,0.0,9038.938515655249,No Impairment
12,1828.7083333333333,21687.0,0.0,5987.669546863,No Impairment
5,5038.6,23571.5,0.0,9273.653365314018,No Impairment
3,8391.333333333334,25168.5,0.0,11863.24853158789,No Impairment
5,4950.3,23925.5,0.0,9492.871044104622,No Impairment
6,3036.8333333333335,18151.5,1.5,6759.4912879759095,No Impairment
10,1920.75,18416.0,0.0,5500.191243266001,No Impairment
5,4787.8,23327.0,0.0,9272.493109191293,No Impairment
3,9014.0,26859.5,0.0,12618.89401519272,No Impairment
4,6165.375,24571.5,1.5,10626.801767082841,No Impairment
5,5039.5,25180.5,0.0,10070.500717442008,No Impairment
4,6139.5,24448.5,18.0,10570.71216262178,No Impairment
10,1606.15,15621.5,1.0,4672.357991688993,No Impairment
4,6109.75,24162.0,44.5,10422.512895770386,No Impairment
6,3943.6666666666665,23332.0,0.0,8671.526103992435,No Impairment
8,2942.125,23172.5,0.0,7646.631201671426,No Impairment
16,1492.59375,23736.0,0.0,5743.240195598295,No Impairment
7,3212.714285714286,21548.5,3.0,7488.299987586076,No Impairment
5,3752.7,18077.5,0.0,7166.135182928103,No Impairment
5,4781.2,23829.0,2.0,9523.911447509368,No Impairment
2,12800.5,25485.5,115.5,12685.0,No Impairment
10,2464.95,23809.0,0.0,7117.363927220526,No Impairment
3,8437.5,25198.0,0.0,11851.555390186837,No Impairment
9,2633.0,21977.5,0.0,6847.130936060414,No Impairment
6,3997.8333333333335,23282.0,0.0,8626.160640104548,No Impairment
5,5244.5,26039.5,1.0,10397.60216588421,No Impairment
3,8934.333333333334,26803.0,0.0,12635.055370762022,No Impairment
17,1094.0,18471.5,0.0,4344.392789088292,No Impairment
9,2692.0555555555557,24196.0,0.0,7602.794188266299,No Impairment
3,8165.166666666667,23722.5,0.0,11005.221414805286,No Impairment
5,3999.0,19049.5,15.0,7527.672004012927,No Impairment
7,3450.5714285714284,23037.5,0.0,8000.682486194411,No Impairment
8,2670.875,21168.0,0.0,6991.547283818869,No Impairment
5,4375.7,19471.5,8.0,7564.077158517091,No Impairment
4,5734.75,22888.5,0.0,9903.743007696636,No Impairment
12,1728.75,19398.0,0.0,5332.594398680002,No Impairment
7,3316.1428571428573,22830.0,0.0,7966.859224823999,No Impairment
5,4169.1,20627.5,5.0,8229.312324854369,No Impairment
9,2340.1111111111113,19776.5,0.0,6172.930650913524,No Impairment
4,5821.875,23084.5,7.0,9966.703507021517,No Impairment
17,1336.8529411764705,20939.0,0.0,4906.634511391051,No Impairment
3,8170.833333333333,24505.5,0.0,11550.353921946386,No Impairment
9,2615.1111111111113,23460.0,0.0,7369.788526959153,No Impairment
2,12402.25,24800.0,4.5,12397.75,No Impairment
7,3039.9285714285716,20911.5,0.0,7296.955110712625,No Impairment
5,4403.2,20440.5,39.5,8023.454702308725,No Impairment
4,6184.75,24636.5,1.5,10653.15196021816,No Impairment
3,8891.0,26663.5,0.0,12567.055867094195,No Impairment
49,51.59183673469388,864.5,0.0,150.65051709406126,No Impairment
10,2272.25,21791.0,0.0,6509.160061981884,No Impairment
8,2708.625,21568.5,0.0,7128.3862994632245,No Impairment
6,4336.583333333333,25984.0,0.0,9681.023992053848,No Impairment
3,7553.166666666667,22599.0,6.0,10639.029203310276,No Impairment
5,4881.5,24379.0,0.0,9748.751068726702,No Impairment
3,7731.0,23173.5,0.0,10919.4993703924,No Impairment
1,24908.5,24908.5,24908.5,0.0,No Impairment
2,11959.5,23919.0,0.0,11959.5,No Impairment
8,2884.5,23016.0,0.0,7608.996028550679,No Impairment
7,2992.8571428571427,20400.5,0.0,7108.198007101608,No Impairment
3,8184.666666666667,23718.0,52.0,10987.78986977009,No Impairment
3,7925.0,23765.5,0.0,11200.92563883301,No Impairment
16,1490.78125,23534.5,0.0,5691.838940999072,No Impairment
3,8039.166666666667,23970.0,67.0,11264.80162817891,No Impairment
9,2674.0,23975.0,0.0,7531.0736470823185,No Impairment
12,1850.3333333333333,21586.0,0.0,5951.488859007374,No Impairment
3,8208.5,24504.0,22.0,11522.701990708025,No Impairment
3,7917.666666666667,23655.0,0.0,11128.047038402061,No Impairment
2,10901.25,21726.0,76.5,10824.75,No Impairment
6,3950.25,22957.5,0.0,8504.306285396437,No Impairment
6,3932.0,23565.5,0.0,8780.37055501266,No Impairment
4,5685.875,22621.5,1.0,9777.848257509164,No Impairment
3,8197.166666666666,23690.5,0.0,10961.614345321383,No Impairment
8,2215.9375,17618.0,0.0,5821.468690531948,No Impairment
6,4020.8333333333335,24117.5,0.0,8987.502974810202,No Impairment
4,5142.25,20534.5,1.5,8886.72691785339,No Impairment
1,24877.0,24877.0,24877.0,0.0,No Impairment
5,4849.3,23558.0,34.5,9356.481339691754,No Impairment
5,4990.5,24945.0,0.0,9977.250062016086,No Impairment
3,7037.0,20970.5,24.0,9852.544705134134,No Impairment
5,5136.3,25662.0,0.0,10262.852778832988,No Impairment
3,9007.0,25827.5,12.0,11903.468619132267,No Impairment
8,2605.6875,19911.0,0.0,6542.352281182491,No Impairment
3,7905.5,23117.5,0.0,10759.287716511102,No Impairment
5,5057.9,25069.5,1.0,10005.91035538496,No Impairment
11,1767.0454545454545,18565.5,0.0,5315.88974189024,No Impairment
11,1717.1818181818182,18563.5,0.0,5327.619937102766,No Impairment
2,11596.5,23193.0,0.0,11596.5,No Impairment
4,6381.75,25511.5,0.0,11044.568124761601,No Impairment
4,6387.625,24490.0,0.5,10459.421974797413,No Impairment
3,8059.5,24126.0,9.0,11360.739830662438,No Impairment
2,12119.75,24233.0,6.5,12113.25,No Impairment
2,13100.25,26141.5,59.0,13041.25,No Impairment
3,8301.333333333334,24171.0,0.0,11225.538215258199,No Impairment
6,3720.8333333333335,21976.5,0.0,8164.574012497869,No Impairment
5,5065.8,25262.0,1.0,10098.115891590867,No Impairment
5,4980.9,23891.0,3.5,9462.191339219471,No Impairment
3,8196.833333333334,24537.0,0.0,11554.263299271352,No Impairment
9,2025.6666666666667,17311.5,0.0,5406.132824035229,No Impairment
4,6229.875,24058.0,1.0,10298.78131367372,No Impairment
6,3953.0833333333335,22914.0,0.0,8483.519328756722,No Impairment
4,6699.625,26458.0,12.0,11407.80664378017,No Impairment
8,3173.3125,25352.0,0.0,8382.761030596885,No Impairment
5,4709.2,22531.0,0.0,8915.78651942721,No Impairment
5,4863.6,24306.5,0.0,9721.4501253671,No Impairment
4,5418.625,20472.5,10.0,8696.512823935524,No Impairment
12,2063.625,24725.0,0.0,6832.663140280052,No Impairment
8,2720.6875,21359.5,0.0,7045.816790556915,No Impairment
3,8793.666666666666,26381.0,0.0,12436.122662988208,No Impairment
6,4176.833333333333,24156.5,0.0,8938.630999145724,No Impairment
6,4187.666666666667,24957.0,0.0,9288.3694194526,No Impairment
10,2448.35,23467.0,0.0,7010.293931248532,No Impairment
5,4826.1,23360.0,20.0,9269.28942476175,No Impairment
2,12788.5,25427.5,149.5,12639.0,No Impairment
3,9124.833333333334,27367.0,2.5,12899.159793912504,No Impairment
2,12299.25,24485.5,113.0,12186.25,No Impairment
5,3830.9,19128.0,0.0,7648.556886106032,No Impairment
6,3162.3333333333335,18945.0,0.5,7058.225495043984,No Impairment
3,8313.166666666666,24774.0,0.0,11639.762972481682,No Impairment
4,5713.125,22845.0,1.0,9891.092687204735,No Impairment
2,11389.0,22767.0,11.0,11378.0,No Impairment
15,1433.2666666666667,20728.5,0.0,5158.781987597029,No Impairment
10,2146.1,20854.5,0.0,6236.545340972036,No Impairment
8,2561.9375,20329.5,0.0,6715.582073792543,No Impairment
4,5371.125,20133.5,2.5,8535.191425614015,No Impairment
12,1514.75,16983.5,0.0,4668.679397056517,No Impairment
7,3495.785714285714,24289.5,0.0,8489.210180564263,No Impairment
6,4223.083333333333,25023.5,0.0,9302.574443922618,No Impairment
9,2266.8333333333335,20059.0,0.0,6290.79568364236,No Impairment
6,4340.0,25959.0,0.0,9668.327212260316,No Impairment
7,2804.4285714285716,19594.0,0.0,6854.3165462594825,No Impairment
3,8326.166666666666,24939.5,7.5,11747.404744122092,No Impairment
5,4927.4,24514.0,0.0,9793.341980141406,No Impairment
13,1746.1923076923076,21454.5,0.0,5694.550335251244,No Impairment
7,3303.5,22996.5,0.0,8039.664696277539,No Impairment
5,4741.2,23577.0,0.0,9417.921180387952,No Impairment
5,4693.0,23271.0,1.0,9289.11721855204,No Impairment
7,3278.785714285714,22770.5,0.0,7957.486806493002,No Impairment
5,4858.1,23348.0,10.5,9251.191541633976,No Impairment
3,7551.166666666667,22653.5,0.0,10678.962311739635,No Impairment
6,3699.25,22118.5,0.0,8237.384702025678,No Impairment
